University,Society Name,About,Keyword
De Montfort University,Criminology,"This society is for�ANYONE with an interest in criminology, law, social science, and the criminal justice system. ","Career / Academic
/ Employability"
De Montfort University,Airsoft,"DMU Airsoft are a student led society, we aim to compete in an a yearly inter-University�competition�of a�team of 8. We hope to have multiple teams enter to increase our odd�s. Not only do we enter at inter-University�level, we have our own�Competitions. We aim to�improve your physical fitness, along with building on our team work as a society.�","Outdoor / Activities
/ Sports"
De Montfort University,Pole Fitness,"DMU Pole Fitness is an evergrowing society offering classes for those interested in a unique fitness experience for all levels! Even if you don't want to do Pole Fitness classes, we offer socials every Wednesday and you can become a DMU Pole Fitness Social Member!�DMU Pole Fitness was approved on the 22nd September 2014 and since then we've had over 300 members! As a society we've had many amazing classes, socials, been on Tour, taken part in Charity events and so much more!�","Outdoor / Activities
/ Sports"
De Montfort University,Laser Tag,Exclusive lock-in events throughout the year (themes coming soon...),"Outdoor / Activities
/ Sports"
De Montfort University,American Football for Dummies,De Montfort University American Football for Dummies Society,"Outdoor / Activities
/ Sports"
De Montfort University,E-Sports Society,"We are DMU E-Sports Society! We are the largest E-Sports society in the UK supporting all types of competitive games. We focus on FPS, MOBAs, RTS, MMORPGs, etc! Our main games are League of Legends, Overwatch, Hearthstone, CS:GO, Rocket League, Rainbow Six Siege, PUBG, as well as a variety of multiplayer strategy games such as Civilisation or Stellaris. Whether you want to join strictly for fun or competitively, everyone is welcome!","Outdoor / Activities
/ Sports"
De Montfort University,Foodies,De Montfort University Foodies Society,Food & Drink
De Montfort University,Cocktail Society,De Montfort University Cocktail Society,Food & Drink
De Montfort University,Vegan & Vegetarian Society,"Are you a vegetarian or vegan looking to meet likeminded people? Do you just want to try out veggie meals or are thinking about transitioning? Then look no further, the Vegetarian and Vegan society is the place for you. ",Food & Drink
De Montfort University,kettleSoc,We welcome everyone from the hot drink enthusiast to the student just wanting to try something new and meet friends�along the way.,Food & Drink
De Montfort University,kettleSoc,We welcome everyone from the hot drink enthusiast to the student just wanting to try something new and meet friends�along the way.,Food & Drink
De Montfort University,Spectrum,"We are a society that create a safe and enjoyable environment for people on the Autistic Spectrum, Mental Health Spectrum, Physical Disability Spectrum, and the Social Spectrum. We are more than just a society, we are like family. So come along to play games, enjoy fun trips out and learn all about the different spectrums from guest speakers and current members.",Other Interests
De Montfort University,Star Wars,The DMU Star Wars Society is for all DMU students who are interested in Star Wars and want to make new friends that share an interest.,Other Interests
De Montfort University,Bloggers,"Already running a successful blog page and want to share your tips with others? Starting out as a newbie in the blogging world and want step-by-step guidance? Looking to start blogging and lacking inspiration? DMU Bloggers Society welcomes you! With a vast range of blogging backgrounds including: lifestyle, fashion, makeup, travelling, photography, music, food and many more.�",Other Interests
De Montfort University,University Challenge,"So, as I'm sure you are aware, this society is all about the university's 'University Challenge' team. If you'd like to be in for a chance of representing DMU on the 2017-18 series of University Challenge, just get in touch with me, and then we'll begin working on questions. The final team has to be submitted in November 2016, so all entries will be considered. You don't have to have a vivid interest in the show, or a great general knowledge ability. Artists, Musicians, Scientists, Engineers and all other students will be given the same consideration, and we are also looking for non-quizing members to join the society.",Other Interests
De Montfort University,Game of Thrones,Ever watched Game of Thrones? Ever wanted to watch it? Like talking about it with other cool and interesting people and enjoying fun activities (with or without drinking)? Of course you do!,Other Interests
Leicester University,African Caribbean Society (ACS),"This year,�our objectives are to�educate, entertain,�and empower the BAME community by putting together a variety of events and activities.",Culture / Nation / Faith
Leicester University,East African Society,"East African Society aims to unite East Africans at
uni and share our cultures with our wider student community.",Culture / Nation / Faith
Leicester University,Japan Society,Are you a Japanese student? Missing Japan badly? Are you interested in Japanese culture or do you like Japan? Are you looking for a place to meet with Japanese students or simply want to make friends from different countries? Do you want to experience Japanese traditional events and celebration? Or are you looking for a place to have fun? Japan Society is here for you.,Culture / Nation / Faith
Leicester University,Turkish,"Merhaba!�Are you Turkish or just interested in Turkey, its culture, community and history? Or just Turkish tea! Either way�feel free to join us!",Culture / Nation / Faith
Leicester University,Polish,"We are all about a refreshing cultural exchange between the Polish and the British tradition, and not only!",Culture / Nation / Faith
Leicester University,Actuarial Science (LASS),"LASS aims to promote interest in Mathematics, Actuarial Science�and Finance. You don�t have to study related subjects to join our group.","Career / Academic
/ Employability"
Leicester University,American Studies,"Whilst we are technically classed as an academic society, we are fully inclusive and encourage membership if you are an American Studies student, a housemate of someone who is, an American or just somebody who loves�America and/or attending our events!","Career / Academic
/ Employability"
Leicester University,Canadian Law Society,The University of Leicester Canadian Law Society (CLS) is a network of Canadian students who are part of the law program at the University of Leicester. Our goal is to provide support for students who plan on starting their legal career in Canada.,"Career / Academic
/ Employability"
Leicester University,Criminology,Here at the criminology society we aim to enhance your university experience by giving you the additional tools you need to succeed both academically and socially.,"Career / Academic
/ Employability"
Leicester University,GEEKLaw,"GEEKLAW was founded in 2013. Our mission is to incorporate Information and Communication Technology into students� academic life, preparing them for entry into the modern economy.","Career / Academic
/ Employability"
Leicester University,Dance Performance,"The Dance Performance Society at Leicester University offers classes in a range of dance styles (Ballet, Modern, Tap and Contemporary), as well as conditioning and stretching.","Outdoor / Activities
/ Sports"
Leicester University,Pole Fitness and Dance,"Leicester Uni Pole Fitness and Dance is a great way to keep in shape while learning a heap of new skills. We welcome everyone, regardless of gender, fitness level and dance experience. As long you�re ready to have fun, you�re welcome to join.","Outdoor / Activities
/ Sports"
Leicester University,Street Dance,"The Street Dance society is all about having fun through a medium we all enjoy, and socialising with like-minded people.","Outdoor / Activities
/ Sports"
Leicester University,Re-Enactment,"The University of Leicester Re-Enactment society allows you to immerse yourself in history, with timelines ranging from Ancient Greek all the way up to the Vietnam war! We are always looking for new eras and challenges, and are always open to new suggestions.","Outdoor / Activities
/ Sports"
Leicester University,Laser Tag,Exclusive lock-in events throughout the year (themes coming soon...),"Outdoor / Activities
/ Sports"
Leicester University,Vegan and Vegetarian,Vegan? Vegetarian? Or just veggie-curious? Then VegSoc is the society for you!,Food & Drink
Leicester University,Tea and Biscuits,University of Leicester Tea and Biscuits,Food & Drink
Leicester University,Cocktail Society,"We are a BRAND NEW society, aiming to transform the expensive art of Cocktail making into something that is accessible for all students!",Food & Drink
Leicester University,Curry,"If you love curry, you�ve picked one of the best cities to study in. Leicester is famous for its Golden Mile and has previously been named as the Curry Capital of the UK. There are so many good Indian restaurants in Leicester that you could visit a different one almost every week for a year.",Food & Drink
Leicester University,Wine Society,University of Leicester Wine Society,Food & Drink
Leicester University,Students for Global Health,"Formerly known as Medsin Global Health, Students for Global Health Leicester (SfGH) is� here to raise bring together those�with a common interest in global health. We our open for all and aim to increase awarness of key global health issues and give you opportunities to get involved.",Other Interests
Leicester University,Student Ambassador Society,We are a society exclusively for students who have been successful in gaining a job as a University of Leicester Student Ambassador!,Other Interests
Leicester University,Officer Training Corps,Fancy sleeping under the stars? Firing weapons on a live range? Having a go at an�assault course?�How about skydiving in California? Kayaking in the South of France? Skiing in Austria? Learning how to carry out a tactical mission in a mock�village?�,Other Interests
Leicester University,Nightline,"Nightline is a student-run listening, support and information service which is open 8pm-8am every night during term time.�",Other Interests
Leicester University,HeForShe,"The United Nations has launched an�initiative called the�10x10x10 IMPACT Champions, and the University of Leicester was officially chosen as one of the ten universities worldwide to be a�HeForShe Impact Champion.�Through this HeForShe initiative, the UN seeks to harness the responsibility of men in the gender equality agenda to spread awareness and inspire action to eliminate gender discrimination.�",Other Interests
University of Manchester,Buddhist Society,"The aim of the Manchester University Buddhist Society is to provide an opportunity for those who wish to learn about Buddhism, however much or however little they already know. The Society is not confined to any particular school, and is interested in theoretical and practical aspects of Buddhism.� Whatever the interest everyone is very welcome!",Culture / Nation / Faith
University of Manchester,Christian Union,"We are a group of Christian students at the
University of Manchester with one aim:
to give every student an opportunity to hear
and respond to the message of Jesus Christ.
We meet regularly on Tuesday evenings and
hold events where the Christian message is
explained from the Bible in a simple and approachable
way. Hall groups meet every Friday all across campus
and there are regular prayer meetings throughout term.",Culture / Nation / Faith
University of Manchester,First Love Society,"First Love is a Christian faith society with the motto�'Love God, Love others'.",Culture / Nation / Faith
University of Manchester,African Caribbean Society,"ACS exists for all races & ethnicities. Our aim is to invoke appreciation for and enlighten those amongst the student population and wider community, about the rich heritage of African and Caribbean nations in an informative but stimulating way for all to share. In addition, we exist to promote growth both personally and professionally for the African and Caribbean student community.",Culture / Nation / Faith
University of Manchester,Ammnesty Interbnational UMSU,"Amnesty International is a global movement which�campaigns to protect human rights all over the world. We are a group of�individuals�seeking justice on behalf of those to whom it is denied, speak up for those who are silenced, and support those who fighting for their human rights. In Manchester this means campaigning, we do letter writings, creative�campaigns, demonstrations and anything we can think of to get information out there about human rights violations and show that we will not stand for it. We also fundraise for Amnesty international, supporting them in their vital research, and host film nights and discussion groups.�",Culture / Nation / Faith
University of Manchester,Accounting Society Manchester,"We, Accounting Society Manchester, are a student-run organisation that strives to enhance your employability and build the link between you and desired employers. Aside from the career aspects, we provide social opportunities, such as our annual Welcome Dinner, for like-minded students to connect and share their ideas with each other.","Career / Academic
/ Employability"
University of Manchester,"Alliance Manchester Business School
(AMBS) Horizon Society","AMBS Horizon Society is a postgraduate society for postgraduate students studying in Alliance Manchester Business School, who share the common goal of building the networks and skills required for success in the modern business environment. The objective of the Society is to help students get the most out of their time at AMBS. Our aim is to enable current Postgraduate AMBS students to develop the networking skills required for success in business and social environments as well as providing students with the opportunity to meet others from various cultural, academic, and professional backgrounds. The Society aims to achieve this through bringing together Postgraduate AMBS Students at range of exciting events over the course of the year.","Career / Academic
/ Employability"
University of Manchester,BSc Economics Society,The BSc Economics Society is an academic society at the University of Manchester aimed exclusively towards students and alumni of the BSc Economics�course.�,"Career / Academic
/ Employability"
University of Manchester,Bright Futures Manchester,"With branches in more than 50 universities,�Bright Futures Society�is an industry-leading consultancy in the fields of graduate recruitment, graduate scheme implementation, internships, on-campus engagement and improving graduate employability.","Career / Academic
/ Employability"
University of Manchester,Chemical Engineering,"Connecting Chemical Engineering Students, Friends, Alumni socially and especially professionally with industry.","Career / Academic
/ Employability"
University of Manchester,Aikido,In our society we practise and promote Aikido. We hold various socials and have a strong sense of community spirit with all our members. Aikido is a great way to have fun and de-stress and meet new friends. So come along and give it a go!,"Outdoor / Activities
/ Sports"
University of Manchester,Baseball and Softball Society,"Have you ever wanted to try something different? Softball is one of the only sports at the University of Manchester�that is gender inclusive. We welcome everyone of all abilities, even if you have never even picked up a ball before.","Outdoor / Activities
/ Sports"
University of Manchester,CrossFit Team,The University�of Manchester CrossFit Team is now starting its third year and takes the place of the already established �Fit & Lift� society.,"Outdoor / Activities
/ Sports"
University of Manchester,"Duke of Edinburgh's Award
Society","Our society is dedicated to helping our members primarily complete the Duke of Edinburgh's Gold Award�- whether you have already completed a�Duke of Edinburgh's award, have already started completing your Gold Award�or are looking to begin your Award journey, this will be one of the most valuable experiences you will gain throughout your time at university, using the experience in job applications to achieve your career path.","Outdoor / Activities
/ Sports"
University of Manchester,Hikiing Club,"As one of the most active societies in the university, we run hiking trips every weekend, to areas such as North Wales, the Lake District and Scotland. A great way to keep fit, meet interesting people and visit beautiful parts of the country. Our trips are designed to have hikes for all abilities, so don�t worry about not being to keep up, whether you want to go up a gentle lakeside hill or scramble up an exposed Scottish peak. We also have a huge variety of weekly social events, plus our hikes and socials nearly always finish up in the pub!","Outdoor / Activities
/ Sports"
University of Manchester,Cheese and Wine,Join us to eat cheese and drink wine :),Food & Drink
University of Manchester,Vegetarian and Vegan,The Vegetarian and Vegan Society,Food & Drink
University of Manchester,Gin Society,"The�society to do with all things Gin. With a host of socials, distillery tours and tastings, you'll be sure to find an event that you love.",Food & Drink
University of Manchester,Real Ale & Cider,"The Real Ale and Cider society aims to provide a welcoming, fun, and educational society for all Real Ale and Cider drinkers studying at the University of Nottingham. Whether you've never tried Real Ale before or are a seasoned connoisseur, our society offers something for everyone!",Food & Drink
University of Manchester,Wine Society,University of Manchester Wine Society,Food & Drink
University of Manchester,"Manchester Student Scout
and Guide Organisation
(ManSSAGO)","Join us at a variety of events including camping, weekly socials and trips all over the country. Our weekly socials are on Thursday evenings and we also have camps and other activites throughout the year.",Other Interests
University of Manchester,Manchester Thrift Society,Manchester Thrift Society,Other Interests
University of Manchester,Gaming Society,"As a society, our aim is to unite the gamers of Manchester and provide them with a free forum to play and discuss all manner of videogames together.",Other Interests
University of Manchester,Filmmaking Society,"UoM Filmmaking Society�exists to provide a platform for�aspiring filmmakers�attending the university - be it a continuation of a long-term hobby or a first time interest - to meet, exchange ideas and create�their own cinematic productions.",Other Interests
University of Manchester,Esports Society,The Esports Society aims to promote grassroot esports in the university scene. We do this by entering our members into student only leagues such as the�NUEL�and�NSE. We also host regular socials from casual meetups or viewing parties to bowling and other more organised events.,Other Interests
Manchester Metropolitan University,Abide Society,"At Abide we believe in the power of_unity and coming_together_as like-minded young people at university._We aim to provide a_safe_and_fun_environment, whereby people who are passionate about God, or those who simply want to know God for themselves get together as friends, and fellowship. We study the word of God, worship, enjoy games and build each other up, both spiritually and mentally. We believe that when you_abide_in God, you will discover your God given purpose and can achieve educational success.�",Culture / Nation / Faith
Manchester Metropolitan University,Manchester Hindu Society,Namaste and welcome! NHSF Manchester is a student society motivated by the aim of creating a �home away from home� environment.,Culture / Nation / Faith
Manchester Metropolitan University,Manchester Sikh Society,For people from a Sikh background or those interested in Sikhism to find like-minded individuals.,Culture / Nation / Faith
Manchester Metropolitan University,African Caribbean Society,"As a society, we welcome all those with an African Caribbean background or anyone from any nationality or religion who would like to learn about African and Caribbean cultures. We aim to celebrate and educate our members on the rich cultural diversity within the African and Caribbean nations.",Culture / Nation / Faith
Manchester Metropolitan University,Nepalese Society,"Hello everyone, welcome to the Nepalese society MMU. We welcome everyone who wants to learn about the Nepalese culture and tradition.� Throughout the year, we will be throwing fun events/activities where not only Nepalese but also everyone from different background/culture can join us.",Culture / Nation / Faith
Manchester Metropolitan University,"Accounting, Finance And Banking Society","Being a member of the AFBS will allow you to socialise with people who are studying the course or are interested in Accounting, Finance and Banking to all come together. The society will provide�opportunities for you to connect with like-minded people in a relaxed environment through social events and meetings.�There will be networking events where you as students have an opportunity to gain connections and advice etc.","Career / Academic
/ Employability"
Manchester Metropolitan University,Engineering Without Borders,"Activities will include building many projects, outreaches to children in schools for raising awareness, STEM Ambassador training and volunteering. Socials and trips are included.","Career / Academic
/ Employability"
Manchester Metropolitan University,Mathematics Society,We are an academic society with the goal of promoting mathematics.,"Career / Academic
/ Employability"
Manchester Metropolitan University,Nursing Society,Studying Nursing or any Allied Health Profession then this is the society for you!,"Career / Academic
/ Employability"
Manchester Metropolitan University,MMU Computing Society,"The MMU Computing Society is a student-powered group that aims to be a networking and resource hub for Computer Science and other Computing, Mathematics and Digital Technology students.","Career / Academic
/ Employability"
Manchester Metropolitan University,American Football,"Manchester Mets American Football team, the Eagles, compete in a BUCS League against a number of other universities. The club has dedicated coaches and strong links with Manchester Titans.","Outdoor / Activities
/ Sports"
Manchester Metropolitan University,Badminton,Badminton is the world�s fastest racket sport with shots reaching speeds of almost 500 km/h! Split second reactions combined with skill and agility make it one of the most participated sports ever.,"Outdoor / Activities
/ Sports"
Manchester Metropolitan University,Boxing,MMU Boxing Club welcomes all students to participate in both fitness and competitive sessions.,"Outdoor / Activities
/ Sports"
Manchester Metropolitan University,Cheerleading,"MMU Cheerleading was created in January 2012 and were the National Champions in 2013, 2014 and 2015, winning Sports Club of the Year 2015/2016.","Outdoor / Activities
/ Sports"
Manchester Metropolitan University,Fencing,"Fencing is a great way for people to try something new - whether you�d like to fence for fun, fitness or competition, there�s plenty of opportunities and training available to help improve your confidence and skills.","Outdoor / Activities
/ Sports"
Manchester Metropolitan University,Vegan Society,Manchester Metropolitan University Vegan Society,Food & Drink
Manchester Metropolitan University,Gin Society,"The�society to do with all things Gin. With a host of socials, distillery tours and tastings, you'll be sure to find an event that you love.",Food & Drink
Manchester Metropolitan University,kettleSoc,We welcome everyone from the hot drink enthusiast to the student just wanting to try something new and meet friends�along the way.,Food & Drink
Manchester Metropolitan University,Real Ale & Cider,"The Real Ale and Cider society aims to provide a welcoming, fun, and educational society for all Real Ale and Cider drinkers studying at the University of Nottingham. Whether you've never tried Real Ale before or are a seasoned connoisseur, our society offers something for everyone!",Food & Drink
Manchester Metropolitan University,Wine Society,Manchester Metropolitan University Wine Society,Food & Drink
Manchester Metropolitan University,Animmu (Anime) Society,"Hey and welcome to the AniMMU Society! We organise regularly weekly meetups for people who have an interest in Anime, Manga or Cosplay. If you've never heard of anime before we are more than happy to welcome you along and teach you what we know! We ensure people feel welcome here and are constantly striving to create a safe, secure and accessible space for all, the committee are always striving to do better so feedback is always appreciated.",Other Interests
Manchester Metropolitan University,Royal Navy,"Within this society we will provide Leadership and management training,�Team building and�Promote the royal navy ethos.",Other Interests
Manchester Metropolitan University,"Speech, Language And Communication","Welcome to�Speech Soc!�We�provide�a range of academic�opportunities�around Speech and Language Therapy and promote public awareness of SLT and the�clients SLTs�support. We welcome SLT students, as well as those in health professions, education, or anyone considering a career in SLT.",Other Interests
Manchester Metropolitan University,Uniboob Team,"We are a fun loving group of guys, gals and non binary pals who get together to educate other university students on how to check for breast cancer. We do this through fun activities like pub quizzes, paper mache boob making, hosting stalls in the union and loads of other things. We also speak to sports teams to inform them on how to check.",Other Interests
Manchester Metropolitan University,K-Pop Society,"Welcome to your MMU K-Pop Society! If you are a 1st�Gen fan or even got into K-Pop yesterday, you are welcome to join this society. Here, we look forward to providing a stress-free environment, where we will be doing a variety of activities and events, from meet-ups and games to Karaoke, dinners and nights out!",Other Interests